id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia 	prefixes
2905	The Japanese Society of Strategies for Cancer Research and Therapy	499	1	0.200400801603206	10.4993
5405	IJSER Publishing	499	1	0.200400801603206	10.14299
7365	Faculdades Catolicas	1998	4	0.2002002002002	10.17771
7390	Constantine the Philosopher University in Nitra	501	1	0.199600798403194	10.17846
3047	The Japan Society of Logopedics and Phoniatrics	1505	3	0.199335548172757	10.5112
6021	Graphyonline Publications PVT, Ltd.	502	1	0.199203187250996	10.15344
1939	University of Wisconsin Press	16112	32	0.198609731876862	10.3368
2395	Japanese Society of Clinical Pharmacology and Therapeutics	7579	15	0.197915292254915	10.3999
4671	Digital Contents Society	506	1	0.197628458498024	10.9728
2234	Japan Society of Coloproctology	4556	9	0.197541703248464	10.3862
2435	National Taiwan University	1013	2	0.197433366238894	10.4015
4297	Riga Technical University	508	1	0.196850393700787	10.7250
4464	The Plant Resources Society of Korea	508	1	0.196850393700787	10.7732
5093	Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University	10700	21	0.196261682242991	10.12775
8396	Revista Brasileira de Geomorfologia	511	1	0.195694716242661	10.20502
4047	Harborside Press, LLC	2560	5	0.1953125	10.6004
9531	AkiNik Publications	1024	2	0.1953125	10.22271
3749	University Press of Florida	5128	10	0.195007800312012	10.5744
632	Crop Science Society of Japan	6164	12	0.194678780012979	10.1626
4018	The Geographic Education Society of Japan	1028	2	0.194552529182879	10.5996
4133	Japan Medical Library Association	2572	5	0.194401244167963	10.7142
3908	Academic Journals	28298	55	0.194360025443494	10.5897
4536	Sumart Processing Society for Minerals, Environment and Energy	516	1	0.193798449612403	10.7791
1376	Japanese Society of Animal Science	6224	12	0.19280205655527	10.2508
8917	Southern Cross Publishing	519	1	0.192678227360308	10.21475
9492	CISP Journal Services	2600	5	0.192307692307692	10.22230
3702	Korean Association of Child Studies	521	1	0.191938579654511	10.5723
6461	Research Institute Centerprogamsystem, JSC	524	1	0.190839694656489	10.15827
10226	Auckland University of Technology (AUT) Library	524	1	0.190839694656489	10.24135
3037	Japan Society of Cosmetic Chemists of Japan	1049	2	0.190657769304099	10.5107
121	Japanese Society of Toxicologic Pathology	1052	2	0.190114068441065	10.1293
7483	Knowledge Enterprise Journals	526	1	0.190114068441065	10.18103
7645	International Journal of Languages Education and Teaching	528	1	0.189393939393939	10.18298
7483	Knowledge Enterprise Journals	528	1	0.189393939393939	10.31296, 10.18103
3887	Sociedad Argentina de Pediatria	1586	3	0.189155107187894	10.5546
5666	FSAEIHE South Ural State University (National Research University)	1588	3	0.188916876574307	10.14529
3478	EManuscript Services	4765	9	0.18887722980063	10.5530
5959	Grupo Clifton	1060	2	0.188679245283019	10.15294
6048	BioResources	3192	6	0.18796992481203	10.15376
3249	Lyson Center for Civic Agriculture and Food Systems	532	1	0.18796992481203	10.5304
2096	The Japan Society of Acupuncture and Moxibustion	2134	4	0.187441424554827	10.3777
2209	Vilnius Gediminas Technical University	9620	18	0.187110187110187	10.3846, 10.20334
2508	Institute of Mathematics, Polish Academy of Sciences	25807	48	0.185996047583989	10.4064
6735	University of Oklahoma Libraries	538	1	0.185873605947955	10.15763
2085	Linguistic Society of America	3790	7	0.184696569920844	10.3765
8934	Infopro Digital	1626	3	0.18450184501845	10.21314
4264	Faculty of Transport and Traffic Sciences	542	1	0.18450184501845	10.7307
2587	European Alliance for Innovation n.o.	6507	12	0.184416781927155	10.4108
6364	The Atomic Energy Society of Japan	544	1	0.183823529411765	10.15669
7132	Universidad de Antioquia	1637	3	0.183262064752596	10.17533
5410	Open Access Pub	546	1	0.183150183150183	10.14302
6684	Perm State University (PSU)	547	1	0.182815356489945	10.17072
3748	Purdue University Press	3304	6	0.181598062953995	10.5703
7508	JK School of Gov, Universitas Muhammadiyah Yogyakarta	553	1	0.180831826401447	10.18196
4323	Scholar Science Journals	1660	3	0.180722891566265	10.7439
4566	Liceo de Cagayan University	554	1	0.180505415162455	10.7828
4741	IMDA Press	554	1	0.180505415162455	10.9768
3124	Japan Association of Ion Exchange	556	1	0.179856115107914	10.5182
1670	Nepal Journals Online (JOL)	13907	25	0.179765585676278	10.3126
7445	Telecommunications Association Inc.	557	1	0.179533213644524	10.18080
4077	Universitat Jaume I	1672	3	0.179425837320574	10.6035
9170	Klett-Cotta Journals	558	1	0.17921146953405	10.21706
4176	Seed SRL	1123	2	0.178094390026714	10.7175
4560	Journal of Turkish Studies	6743	12	0.17796233130654	10.7827
2637	New Prairie Press	11269	20	0.17747803709291	10.4148
866	Japan Society for Analytical Chemistry	22018	39	0.177127804523572	10.2116
3102	University of North Carolina Press (publisher)	6782	12	0.176938956060159	10.5149
5072	Longwoods Publishing	4528	8	0.176678445229682	10.12927
3641	University of Oslo Library	1703	3	0.176159718144451	10.5617
1338	Japanese Association of Rehabilitation Medicine	3409	6	0.176004693458492	10.2490
9336	International Institute of Anticancer Research	1705	3	0.175953079178886	10.21873
3052	Colegio Oficial de Psicologos de Madrid	1137	2	0.175901495162709	10.5093
6095	University of Waterloo	569	1	0.175746924428822	10.15353
4571	Pontificia Universidad Catolica de Chile	2846	5	0.175685172171469	10.7764
7997	Sagamore Publishing, LLC	570	1	0.175438596491228	10.18666
5308	Veterinary World	1142	2	0.175131348511384	10.14202
5753	International Journal of Technology	571	1	0.175131348511384	10.14716
3644	Department of Mathematics, Kyungpook National University	573	1	0.174520069808028	10.5666
5229	Forest Products Society	573	1	0.174520069808028	10.13073
3884	Philosophy Documentation Center	131926	230	0.174340160392948	10.5840
1983	The Editorial Committee of Annals of Vascular Diseases	574	1	0.174216027874564	10.3400
6743	Media Sphere Publishing Group	5172	9	0.174013921113689	10.17116
2451	Universidade Estadual de Maringa	10372	18	0.173544157346703	10.4025
4000	Japanese Society of Tea Science and Technology	1729	3	0.173510699826489	10.5979
186	Society of Exploration Geophysicists	57081	99	0.173437746360435	10.7462, 10.1190, 10.4133
2171	Digital Science Press (Urotoday International Journal)	577	1	0.173310225303293	10.3834
5564	The Japan Primary Care Association	577	1	0.173310225303293	10.14442
3130	VBRI Press AB	1156	2	0.173010380622837	10.5185
3224	Universidade Estadual de Ponta Grossa (UEPG)	2314	4	0.17286084701815	10.5212
2232	Japanese Society of Health and Human Ecology	2315	4	0.172786177105832	10.3861
7740	Belgorod National Research University	579	1	0.172711571675302	10.18413
112	Institute of Southeast Asian Studies	12822	22	0.171580096708782	10.1355
2848	Japanese Society for Engineering Education	2933	5	0.170473917490624	10.4307
17	American Scientific Publishers	53417	91	0.170357751277683	10.1166
6151	National Research Mordovia State University MRSU	590	1	0.169491525423729	10.15507
11069	OAPEN Foundation	1774	3	0.169109357384442	10.26530
4010	The Japan Institute of Marine Engineering	5919	10	0.168947457340767	10.5988
7922	Revista Gestao e Saude/NESPROM	592	1	0.168918918918919	10.18673
5282	Academic Publishing House Researcher	2965	5	0.168634064080944	10.13187
2490	Forum: Carbohydrates Coming of Age	1187	2	0.16849199663016	10.4052
7592	Grupo Verde de Agroecologia e Abelhas	594	1	0.168350168350168	10.18378
6425	SPb RAACI	1190	2	0.168067226890756	10.15789
2585	Japan Society for Snow Engineering	595	1	0.168067226890756	10.4106
4203	Asociacion Cientifica ICONO14	596	1	0.167785234899329	10.7195
6711	Universidad Cooperativa de Colombia- UCC	599	1	0.166944908180301	10.16925
6027	Universidad de Santiago de Compostela	1200	2	0.166666666666667	10.15304
6046	FUNEP	600	1	0.166666666666667	10.15361
8786	Instituto Nacional de Salud Publica	601	1	0.166389351081531	10.21149
8951	Ponte Academic Journal	603	1	0.165837479270315	10.21506
4911	Science Publishing Group	10265	17	0.165611300535801	10.11648
439	Japanese Association for Laboratory Animal Science	3623	6	0.165608611647806	10.1538
9499	Wayne State University Library System	1208	2	0.165562913907285	10.22237
4667	Korean Society of Food and Cookery Science	605	1	0.165289256198347	10.9724
4683	History Studies International Journal of History	605	1	0.165289256198347	10.9737
6185	Institute for System Programming of the Russian Academy of Sciences	605	1	0.165289256198347	10.15514
7273	The Geological Society of Finland	606	1	0.165016501650165	10.17741
10030	Tomsk State Pedagogical University	607	1	0.164744645799012	10.23951
4613	American Institute of Ultrasound in Medicine	6074	10	0.16463615409944	10.7863
3515	The Editorial Committee of Synthesiology	608	1	0.164473684210526	10.5571
6196	Trakia University	609	1	0.164203612479475	10.15547
1861	Bangladesh Journals Online (JOL)	21366	35	0.163811663390433	10.3329
6122	Institute of Geography, Russian Academy of Sciences	1841	3	0.162954915806627	10.15356
7614	Centro de Estudos Geograficos (IGOT) Universidade de Lisboa	1232	2	0.162337662337662	10.18055
9236	Caister Academic Press	616	1	0.162337662337662	10.21775
4799	Joanna Briggs Institute	1851	3	0.162074554294976	10.11124
6667	Botanical Sciences, Sociedad Botanica de Mexico, AC	617	1	0.162074554294976	10.17129
1162	Society of Rubber Industry, Japan	8661	14	0.161644151945503	10.2324
9466	ECM Research Journal	619	1	0.161550888529887	10.22203
4426	The Japanese Society of Physical Fitness and Sports Medicine	4335	7	0.161476355247982	10.7600
3646	Korean Society of Environmental Health	621	1	0.161030595813205	10.5668
2787	Japan Society of Engineering Geology	1245	2	0.160642570281125	10.4263
2731	Steklov Mathematical Institute	15645	25	0.159795461808885	10.4213
2116	The Japan Epilepsy Society	626	1	0.159744408945687	10.3805
1038	Japan Society of Civil Engineers	47715	76	0.159279052708792	10.2208
905	Social Science Electronic Publishing	284492	453	0.159231191035249	10.2139
1824	College Art Association	2524	4	0.158478605388273	10.3202
1431	Japan Society for Laser Surgery and Medicine	3161	5	0.158177791838026	10.2530
5344	Brno University of Technology	633	1	0.157977883096367	10.13164
9749	Universidade Federal do Rio Grande do Sul	1908	3	0.157232704402516	10.22456
2573	The Korean Society of Anesthesiologists	8275	13	0.157099697885196	10.4097
8805	Irkutsk National Research Technical University	639	1	0.156494522691706	10.21285
3696	Military Operations Research Society	640	1	0.15625	10.5711
5468	American Society for Photogrammetry and Remote Sensing	1281	2	0.156128024980484	10.14358
1784	Nordic Pulp and Paper Research Journal	1922	3	0.156087408949011	10.3183
5741	North American Cartographic Information Society	1289	2	0.155159038013964	10.14714
2900	Universitat Politecnica de Valencia	7760	12	0.154639175257732	10.4995
7659	Moscow Regional State University	1301	2	0.153727901614143	10.18384
2454	Alaska Sea Grant	654	1	0.152905198776758	10.4027
4632	Turkce Edebiyat Kultur Egitim (TEKE) Dergisi	654	1	0.152905198776758	10.7884
2544	The Korean Rheumatism Association (KAMJE)	658	1	0.151975683890578	10.4078
1443	Department of Anatomy Keio University School of Medicine	2633	4	0.151917964299278	10.2535
4169	Franco Angeli	12522	19	0.151732950007986	10.3280
4578	The Korean Society of Marine Environment and Safety	661	1	0.151285930408472	10.7837
6205	Sunan Gunung Djati State Islamic University of Bandung	662	1	0.151057401812689	10.15575
2725	Global Science Press	2664	4	0.15015015015015	10.4208
7076	Hipatia Press	666	1	0.15015015015015	10.17583
7005	Research Links Ltd.	1334	2	0.149925037481259	10.17582
3605	Society of Geomagnetism and Earth, Planetary and Space Sciences	2672	4	0.149700598802395	10.5636
7446	SciPress Ltd	3342	5	0.149611011370437	10.18052
4157	Institute of Geography and Spatial Organization, Polish Academy of Sciences	669	1	0.149476831091181	10.7163
2674	OMICS Publishing Group	68301	102	0.149338955505776	10.4172
1470	Japan Society of Drug Delivery System	1342	2	0.14903129657228	10.2745
7604	Scandinavian University Press / Universitetsforlaget AS	2694	4	0.148478099480327	10.18261
3231	Journal of IMAB	678	1	0.147492625368732	10.5272
914	Meteorological Society of Japan	9500	14	0.147368421052632	10.2151
8307	Universidad Carlos III de Madrid	680	1	0.147058823529412	10.20318
5604	Universidad Distrital Francisco Jose de Caldas	2043	3	0.146842878120411	10.14483
1315	Society of Computer Chemistry Japan	684	1	0.146198830409357	10.2477
2026	China Science Publishing & Media Ltd.	41863	61	0.145713398466426	10.3724
4023	Lifescience Global	2752	4	0.145348837209302	10.6000
3744	The American University in Cairo Press	1378	2	0.145137880986938	10.5743
7028	Uniwersytet Przyrodniczy w Poznaniu (Poznan University of Life Sciences)	692	1	0.144508670520231	10.17306
1409	Japanese Society of Agricultural, Biological and Environmental Engineers and Scientists	2078	3	0.14436958614052	10.2525
5739	Coimbra University Press	9013	13	0.144236103406191	10.14195
5519	Numerique Premium	2083	3	0.14402304368699	10.14375
4260	National and University Library of the Republic of Srpska	3476	5	0.143843498273878	10.7251, 10.12670, 10.5825
2923	Korean Chemical Society	9115	13	0.142622051563357	10.5012
899	Japan Society of Personality Psychology	702	1	0.142450142450142	10.2132
9287	e-IPH Ltd.	702	1	0.142450142450142	10.21834
1290	University of Arizona	19684	28	0.142247510668563	10.2458
8913	International Journal Of Advanced Research	6329	9	0.142202559646074	10.21474
3076	The Korean Society for Aeronautical & Space Sciences	2834	4	0.141143260409315	10.5139
3394	Sciedu Press	7097	10	0.140904607580668	10.5430
2074	Japan Society of Equilibrium Research	2130	3	0.140845070422535	10.3757
265	Institution of Engineering and Technology (IET)	220962	311	0.140748182945484	10.1049
4931	Fundacao Getulio Vargas	2845	4	0.140597539543058	10.12660
6082	Oles Honchar Dnipropetrovsk National University	4275	6	0.140350877192982	10.15421, 10.7905
3890	The Food System Research Association of Japan	713	1	0.140252454417952	10.5874
3790	Pontificia Universidade Catolica de Minas Gerais	2856	4	0.140056022408964	10.5752
10775	University of La Laguna	715	1	0.13986013986014	10.25145
7461	Universidad Icesi	1431	2	0.139762403913347	10.18046
3742	Comissao Especial de Informatica na Educacao	2153	3	0.13934045517882	10.5753
4041	Japan Society of Geoinformatics	718	1	0.139275766016713	10.6010
3184	The Korean Electrochemical Society	721	1	0.13869625520111	10.5229
2633	The Resources Processing Society of Japan	1447	2	0.138217000691085	10.4144
1928	Practical Action Publishing	11589	16	0.138061955302442	10.3362
6799	Saudi Medical Journal	725	1	0.137931034482759	10.15537
9090	American Society for Horticultural Science	731	1	0.136798905608755	10.21273
3462	Acta Physica Polonica B Editorial Office	2197	3	0.136549840691853	10.5506
125	Japanese Society for Pediatric Endocrinology	733	1	0.136425648021828	10.1297
4628	EDAA	1474	2	0.135685210312076	10.7873
3371	The Japan Institute of Power Electronics	737	1	0.135685210312076	10.5416
3301	The Stomatological Society, Japan	4425	6	0.135593220338983	10.5357
4103	Korean Institute of Construction Engineering and Management	738	1	0.13550135501355	10.6106
4994	NWSA Academic Journals	738	1	0.13550135501355	10.12739
7375	Instituto de Investigaciones en Ciencias de la Salud	744	1	0.134408602150538	10.18004
524	Japan Society of Plasma Science and Nuclear Fusion Research	3730	5	0.134048257372654	10.1585
7543	Press of International Journal of Ophthalmology (IJO Press)	746	1	0.134048257372654	10.18240
1809	Vittorio Klostermann GMBH	2985	4	0.134003350083752	10.3196
2299	Japan Society of Transfusion Medicine and Cell Therapy	2244	3	0.133689839572193	10.3925
6075	Universidad Nacional Mayor de San Marcos, Vicerectorado de Investigacion	6758	9	0.13317549570879	10.15381
